doi,title,year,authors_str
10.1084/jem.20092210,S1P1 receptor directs the release of immature B cells from bone marrow into blood,2010,Maria L. Allende; Galina Tuymetova; Bridgin G. Lee; Eliana Bonifacino; Yun-Ping Wu; Richard L. Proia
10.1128/9781683670285.ch28,ESX/Type VII Secretion Systems-An Important Way Out for Mycobacterial Proteins,2019,Farzam Vaziri; Roland Brosch
10.1542/peds.2011-0438,"Intellectual, Behavioral, and Social Outcomes of Accidental Traumatic Brain Injury in Early Childhood",2012,L. M. Crowe; C. Catroppa; F. E. Babl; V. Anderson
10.1037/a0021028,The relationship of parental warm responsiveness and negativity to emerging behavior problems following traumatic brain injury in young children.,2011,Shari L. Wade; Amy Cassedy; Nicolay C. Walz; H. Gerry Taylor; Terry Stancin; Keith Owen Yeates
10.3174/ajnr.A6654,COVID-19–Associated Bifacial Weakness with Paresthesia Subtype of Guillain-Barré Syndrome,2020,K.L. Hutchins; J.H. Jansen; A.D. Comer; R.V. Scheer; G.S. Zahn; A.E. Capps; L.M. Weaver; N.A. Koontz
10.5194/acp-19-9125-2019,"Biomass burning aerosol over the Amazon: analysis of aircraft, surface and satellite observations using a global aerosol model",2019,Carly L. Reddington; William T. Morgan; Eoghan Darbyshire; Joel Brito; Hugh Coe; Paulo Artaxo; Catherine E. Scott; John Marsham; Dominick V. Spracklen
10.1152/jn.00152.2002,Voluntary Exercise Induces a BDNF-Mediated Mechanism That Promotes Neuroplasticity,2002,Fernando Gómez-Pinilla; Zhe Ying; Roland R. Roy; Raffaella Molteni; V. Reggie Edgerton
10.1007/s10862-009-9174-9,Concurrent Validity of the Child Behavior Checklist DSM-Oriented Scales: Correspondence with DSM Diagnoses and Comparison to Syndrome Scales,2010,Chad Ebesutani; Adam Bernstein; Brad J. Nakamura; Bruce F. Chorpita; Charmaine K. Higa-McMillan; John R. Weisz
10.1371/journal.pone.0091339,"The Associations between Serum Brain-Derived Neurotrophic Factor, Potential Confounders, and Cognitive Decline: A Longitudinal Study",2014,Jasmine Nettiksimmons; Eleanor M. Simonsick; Tamara Harris; Suzanne Satterfield; Caterina Rosano; Kristine Yaffe
10.1007/s00787-020-01618-0,Depressive symptoms and their relationship with negative and other psychotic symptoms in early onset psychosis,2021,María Calderon-Mediavilla; Regina Vila-Badia; Montse Dolz; Anna Butjosa; Ana Barajas; Nuria Del Cacho; Bernardo Sánchez; Marta Pardo; Iris Baños; Judith Usall; Susana Ochoa; S. Araya; B. Arranz; M. Arteaga; R. Asensio; J. Autonell; I. Baños; M. Bañuelos; A. Barajas; M. Barceló; M. Blanc; M. Borrás; E. Busquets; J. Carlson; V. Carral; M. Castro; C. Corbacho; M. Coromina; I. Dachs; L. De Miquel; M. Dolz; M. D. Domenech; M. Elias; I. Espezel; E. Falo; A. Fargas; A. Foix; M. Fusté; M. Godrid; D. Gómez; O. González; L. Granell; L. Gumà; J. M. Haro; S. Herrera; E. Huerta; F. Lacasa; N. Mas; L. Martí; R. Martínez; J. Matalí; A. Miñambres; D. Muñoz; V. Muñoz; R. Nogueroles; M. Núñez; S. Ochoa; J. Ortiz; M. Pardo; M. Planella; T. Pelaez; S. Peruzzi; J. Portos; S. Rivero; M. J. Rodriguez; E. Rubio; S. Sammut; M. Sánchez; B. Sánchez; E. Serrano; C. Solís; C. Stephan-Otto; P. Tabuenca; S. Teba; A. Torres; D. Urbano; J. Usall; M. Vilaplana; V. Villalta; A. Ahicart; M. Alvarez; B. Arranz; V. Barneda; J. L. Bogas; R. Bonilla; A. Butjosa; T. Casali; B. Colomer; M. Coromina; A. Cuautle; J. Cuevas-Esteban; R. Cunill; O. Cuñat; N. Del Cacho; B. del Hoyo; Y. Delisau; M. Dolz; I. Ferrer; A. Foix; N. Grases; M. Iglesias-González; G. Ledesma-Ipaguirre; C. López-Ortiz; P. Membrive; A. Miñambres; D. Muñoz-Samons; S. Ochoa; N. Pastrana; M. J. Rodriguez; T. Pelaez; C. Saltó; S. Sibelo; C. Núñez; M. Nuñez; M. Pardo; J. Redin; IRiera-Lopez de Aguileta; C. Romans; E. Rubio-Abadal; A. Santos; L. Sole; A. Soler; S. Teba; J. Usall; R. Vila-Badia
10.1080/02699050310001646189,Behaviour and school performance after brain injury,2004,Carol A. Hawley
10.1007/s40473-019-00174-5,Galantamine-Memantine Combination as an Antioxidant Treatment for Schizophrenia,2019,Maju Mathew Koola; Samir Kumar Praharaj; Anilkumar Pillai
10.1128/JB.147.3.728-735.1981,A novel phenolic glycolipid from Mycobacterium leprae possibly involved in immunogenicity and pathogenicity,1981,S W Hunter; P J Brennan
10.9758/cpn.2016.14.3.270,Gender-specific Associations of the Brain-derived Neurotrophic Factor<i>Val66Met</i>Polymorphism with Neurocognitive and Clinical Features in Schizophrenia,2016,Sung-Wan Kim; Ju-Yeon Lee; Hee-Ju Kang; Seon-Young Kim; Kyung-Yeol Bae; Jae-Min Kim; Il-Seon Shin; Jin-Sang Yoon
10.4049/jimmunol.172.7.4425,Toll-Like Receptor 2 (TLR2)-Dependent-Positive and TLR2-Independent-Negative Regulation of Proinflammatory Cytokines by Mycobacterial Lipomannans,2004,Valerie J. Quesniaux; Delphine M. Nicolle; David Torres; Laurent Kremer; Yann Guérardel; Jérôme Nigou; Germain Puzo; François Erard; Bernhard Ryffel
10.1111/jns.12382,<scp>Guillain‐Barr</scp>é syndrome during <scp>SARS‐CoV</scp>‐2 pandemic: A case report and review of recent literature,2020,Erika Scheidl; Daniel Diez Canseco; Aleksandar Hadji‐Naumov; Benjamin Bereznai
10.1128/microbiolspec,Microbiology Spectrum,2022,
10.1038/s41564-019-0623-2,Effector-triggered immunity and pathogen sensing in metazoans,2019,Natasha Lopes Fischer; Nawar Naseer; Sunny Shin; Igor E. Brodsky
10.3389/fimmu.2020.01230,Trafficking of Mycobacterium tuberculosis Envelope Components and Release Within Extracellular Vesicles: Host-Pathogen Interactions Beyond the Wall,2020,Emilie Layre
10.1038/srep39706,The PPE2 protein of Mycobacterium tuberculosis translocates to host nucleus and inhibits nitric oxide production,2017,Khalid Hussain Bhat; Shruti Srivastava; Sandeep Kumar Kotturu; Sudip Ghosh; Sangita Mukhopadhyay
10.1128/JB.00131-17,Esx Systems and the Mycobacterial Cell Envelope: What's the Connection?,2017,Rachel E. Bosserman; Patricia A. Champion
10.1371/journal.ppat.1001230,"Mycobacterium tuberculosis Eis Regulates Autophagy, Inflammation, and Cell Death through Redox-dependent Signaling",2010,Dong-Min Shin; Bo-Young Jeon; Hye-Mi Lee; Hyo Sun Jin; Jae-Min Yuk; Chang-Hwa Song; Sang-Hee Lee; Zee-Won Lee; Sang-Nae Cho; Jin-Man Kim; Richard L. Friedman; Eun-Kyeong Jo
10.1074/jbc.C200586200,The Cell Surface Receptor DC-SIGN Discriminates betweenMycobacterium Species through Selective Recognition of the Mannose Caps on Lipoarabinomannan,2003,Norihiro Maeda; Jérôme Nigou; Jean-Louis Herrmann; Mary Jackson; Ali Amara; Philippe Henri Lagrange; Germain Puzo; Brigitte Gicquel; Olivier Neyrolles
10.1111/jdv.16533,Acral cutaneous lesions in the time of COVID‐19,2020,S. Recalcati; T. Barbagallo; L.A. Frasin; F. Prestinari; A. Cogliardi; M.C. Provero; E. Dainese; A. Vanzati; F. Fantini
10.1016/j.schres.2014.04.041,Neuroinflammation and white matter pathology in schizophrenia: systematic review,2015,Souhel Najjar; Daniel M. Pearlman
10.1124/pr.111.005108,Brain-Derived Neurotrophic Factor and Neuropsychiatric Disorders,2012,Anita E. Autry; Lisa M. Monteggia
10.1016/j.neuron.2012.11.021,The Neuropathology and Neurobiology of Traumatic Brain Injury,2012,Kaj Blennow; John Hardy; Henrik Zetterberg
10.1007/s00415-020-09897-y,Acute polyradiculoneuritis with locked-in syndrome in a patient with Covid-19,2020,Thomas Pfefferkorn; Rainer Dabitz; Thomas von Wernitz-Keibel; Johannes Aufenanger; Martina Nowak-Machen; Hendrik Janssen
10.1111/j.1600-0854.2008.00804.x,Mycobacterial Phenolic Glycolipid Inhibits Phagosome Maturation and Subverts the Pro‐inflammatory Cytokine Response,2008,Nirmal Robinson; Thomas Kolter; Martina Wolke; Jan Rybniker; Pia Hartmann; Georg Plum
10.3389/fonc.2022.1023500,Editorial: Targeting DNA repair and the DNA damage response: Beyond the standard PI3 kinase-like kinases,2022,John J. Turchi; Katherine S. Pawelczak; Michael Weinfeld; Peter J. McHugh
10.7861/clinmed.2020-0213,Guillain–Barré syndrome associated with leptomeningeal enhancement following SARS-CoV-2 infection,2020,Agustín Sancho-Saldaña; Álvaro Lambea-Gil; Jose Luis Capablo Liesa; Maria Rosario Barrena Caballo; Maria Haddad Garay; David Rivero Celada; Marta Serrano-Ponz
10.1128/mBio.00148-17,The Cell Wall Lipid PDIM Contributes to Phagosomal Escape and Host Cell Exit of<i>Mycobacterium tuberculosis</i>,2017,Jeff Quigley; V. Keith Hughitt; Carlos A. Velikovsky; Roy A. Mariuzza; Najib M. El-Sayed; Volker Briken
10.1038/nrneurol.2015.115,Polyneuritis cranialis—subtype of Guillain–Barré syndrome?,2015,Benjamin R. Wakerley; Nobuhiro Yuki
10.1046/j.1365-2958.1999.01593.x,Identification of a virulence gene cluster of <i>Mycobacterium tuberculosis</i> by signature‐tagged transposon mutagenesis,1999,Luis Reinaldo Camacho; Danielle Ensergueix; Esther Perez; Brigitte Gicquel; Christophe Guilhot
10.1176/appi.neuropsych.15030073,Personality Change Due to Traumatic Brain Injury in Children and Adolescents: Neurocognitive Correlates,2015,Jeffrey E. Max; Elisabeth A. Wilde; Erin D. Bigler; Gerri Hanten; Maureen Dennis; Russell J. Schachar; Ann E. Saunders; Linda Ewing-Cobbs; Sandra B. Chapman; Wesley K. Thompson; Tony T. Yang; Harvey S. Levin
10.1073/pnas.1812984115,"MmpL8
            <sub>MAB</sub>
            controls
            <i>Mycobacterium abscessus</i>
            virulence and production of a previously unknown glycolipid family",2018,Violaine Dubois; Albertus Viljoen; Laura Laencina; Vincent Le Moigne; Audrey Bernut; Faustine Dubar; Mickaël Blaise; Jean-Louis Gaillard; Yann Guérardel; Laurent Kremer; Jean-Louis Herrmann; Fabienne Girard-Misguich
10.3389/fpsyt.2017.00191,Enhancing Neuroplasticity to Augment Cognitive Remediation in Schizophrenia,2017,Carol Jahshan; Yuri Rassovsky; Michael F. Green
10.1371/journal.ppat.1000289,Phthiocerol Dimycocerosates of M. tuberculosis Participate in Macrophage Invasion by Inducing Changes in the Organization of Plasma Membrane Lipids,2009,Catherine Astarie-Dequeker; Laurent Le Guyader; Wladimir Malaga; Fam-Ky Seaphanh; Christian Chalut; André Lopez; Christophe Guilhot
10.1056/NEJMoa2001316,"Early Transmission Dynamics in Wuhan, China, of Novel Coronavirus–Infected Pneumonia",2020,Qun Li; Xuhua Guan; Peng Wu; Xiaoye Wang; Lei Zhou; Yeqing Tong; Ruiqi Ren; Kathy S.M. Leung; Eric H.Y. Lau; Jessica Y. Wong; Xuesen Xing; Nijuan Xiang; Yang Wu; Chao Li; Qi Chen; Dan Li; Tian Liu; Jing Zhao; Man Liu; Wenxiao Tu; Chuding Chen; Lianmei Jin; Rui Yang; Qi Wang; Suhua Zhou; Rui Wang; Hui Liu; Yinbo Luo; Yuan Liu; Ge Shao; Huan Li; Zhongfa Tao; Yang Yang; Zhiqiang Deng; Boxi Liu; Zhitao Ma; Yanping Zhang; Guoqing Shi; Tommy T.Y. Lam; Joseph T. Wu; George F. Gao; Benjamin J. Cowling; Bo Yang; Gabriel M. Leung; Zijian Feng
10.1111/ene.14368,SARS‐CoV‐2 and Guillain–Barré syndrome: AIDP variant with a favourable outcome,2020,A. M. Lascano; J.‐B. Epiney; M. Coen; J. Serratrice; R. Bernard‐Valnet; P. H. Lalive; T. Kuntzer; A. Hübers
10.1371/journal.ppat.1003499,Mycobacterium tuberculosis Nucleoside Diphosphate Kinase Inactivates Small GTPases Leading to Evasion of Innate Immunity,2013,Jim Sun; Vijender Singh; Alice Lau; Richard W. Stokes; Andrés Obregón-Henao; Ian M. Orme; Dennis Wong; Yossef Av-Gay; Zakaria Hmama
10.1007/s00213-014-3660-9,Altered BDNF is correlated to cognition impairment in schizophrenia patients with tardive dyskinesia,2015,Jing Qin Wu; Da Chun Chen; Yun Long Tan; Shu Ping Tan; Li Hui; Men Han Lv; Jair C. Soares; Xiang Yang Zhang
10.1038/tp.2017.43,The serum protein levels of the tPA–BDNF pathway are implicated in depression and antidepressant treatment,2017,H Jiang; S Chen; C Li; N Lu; Y Yue; Y Yin; Y Zhang; X Zhi; D Zhang; Y Yuan
10.1016/j.scog.2015.10.004,The search for new biomarkers for cognition in schizophrenia,2015,Rafael Penadés; Clemente García-Rizo; Miquel Bioque; Alexandre González-Rodríguez; Bibiana Cabrera; Gisela Mezquida; Miquel Bernardo
10.1007/s00415-020-10124-x,Guillain–Barré syndrome spectrum associated with COVID-19: an up-to-date systematic review of 73 cases,2021,Samir Abu-Rumeileh; Ahmed Abdelhak; Matteo Foschi; Hayrettin Tumani; Markus Otto
10.1016/j.biopsych.2010.03.025,Corpus Callosum Abnormalities and Their Association with Psychotic Symptoms in Patients with Schizophrenia,2010,Thomas J. Whitford; Marek Kubicki; Jason S. Schneiderman; Lauren J. O'Donnell; Rebecca King; Jorge L. Alvarado; Usman Khan; Douglas Markant; Paul G. Nestor; Margaret Niznikiewicz; Robert W. McCarley; Carl-Fredrik Westin; Martha E. Shenton
10.1038/s41564-019-0436-3,Oxidization of TGFβ-activated kinase by MPT53 is required for immunity to Mycobacterium tuberculosis,2019,Lin Wang; Zhonghua Liu; Jie Wang; Haipeng Liu; Juehui Wu; Tianqi Tang; Haohao Li; Hua Yang; Lianhua Qin; Dapeng Ma; Jianxia Chen; Feng Liu; Peng Wang; Ruijuan Zheng; Peng Song; Yilong Zhou; Zhenling Cui; Xiangyang Wu; Xiaochen Huang; Haijiao Liang; Shanshan Zhang; Jingjing Cao; Chunyan Wu; Yiping Chen; Dan Su; Xinchun Chen; Gucheng Zeng; Baoxue Ge
10.1007/s10802-015-0008-9,Decline in the Quality of Family Relationships Predicts Escalation in Children’s Internalizing Symptoms from Middle to Late Childhood,2015,Rebecca L. Brock; Grazyna Kochanska
10.5194/acp-12-8037-2012,Global and regional trends of aerosol optical depth over land and ocean using SeaWiFS measurements from 1997 to 2010,2012,N. C. Hsu; R. Gautam; A. M. Sayer; C. Bettenhausen; C. Li; M. J. Jeong; S.-C. Tsay; B. N. Holben
10.1111/j.1365-2958.2004.04183.x,Mycobacterial lipoarabinomannan and related lipoglycans: from biogenesis to modulation of the immune response,2004,Volker Briken; Steven A. Porcelli; Gurdyal S. Besra; Laurent Kremer
10.1056/NEJMoa2001191,First Case of 2019 Novel Coronavirus in the United States,2020,Michelle L. Holshue; Chas DeBolt; Scott Lindquist; Kathy H. Lofy; John Wiesman; Hollianne Bruce; Christopher Spitters; Keith Ericson; Sara Wilkerson; Ahmet Tural; George Diaz; Amanda Cohn; LeAnne Fox; Anita Patel; Susan I. Gerber; Lindsay Kim; Suxiang Tong; Xiaoyan Lu; Steve Lindstrom; Mark A. Pallansch; William C. Weldon; Holly M. Biggs; Timothy M. Uyeki; Satish K. Pillai
10.1128/JB.01919-07,Direct Visualization of the Outer Membrane of Mycobacteria and Corynebacteria in Their Native State,2008,Benoît Zuber; Mohamed Chami; Christine Houssin; Jacques Dubochet; Gareth Griffiths; Mamadou Daffé
10.3389/fpsyg.2015.00354,Cumulative biomedical risk and social cognition in the second year of life: prediction and moderation by responsive parenting,2015,Mark Wade; Sheri Madigan; Emis Akbari; Jennifer M. Jenkins
10.1371/journal.ppat.1002435,Targeting of Mycobacterium tuberculosis Heparin-Binding Hemagglutinin to Mitochondria in Macrophages,2011,Hosung Sohn; Jong-Seok Kim; Sung Jae Shin; Kwangwook Kim; Choul-Jae Won; Woo Sik Kim; Ki-Nam Min; Han-Gyu Choi; Je Chul Lee; Jeong-Kyu Park; Hwa-Jung Kim
10.1056/NEJMc2009191,Guillain–Barré Syndrome Associated with SARS-CoV-2,2020,Gianpaolo Toscano; Francesco Palmerini; Sabrina Ravaglia; Luigi Ruiz; Paolo Invernizzi; M. Giovanna Cuzzoni; Diego Franciotta; Fausto Baldanti; Rossana Daturi; Paolo Postorino; Anna Cavallini; Giuseppe Micieli
10.1016/j.jprot.2011.08.016,Bacterial proteins with cleaved or uncleaved signal peptides of the general secretory pathway,2011,Gustavo A. de Souza; Nils A. Leversen; Hiwa Målen; Harald G. Wiker
10.1074/jbc.M114.582502,Mycobacterium tuberculosis Promotes Anti-apoptotic Activity of the Macrophage by PtpA Protein-dependent Dephosphorylation of Host GSK3α,2014,Valérie Poirier; Horacio Bach; Yossef Av-Gay
10.1007/s00415-020-09974-2,Clinical manifestations and evidence of neurological involvement in 2019 novel coronavirus SARS-CoV-2: a systematic review and meta-analysis,2020,Lei Wang; Yin Shen; Man Li; Haoyu Chuang; Youfan Ye; Hongyang Zhao; Haijun Wang
10.1046/j.1432-1033.2003.03402.x,Cytotoxic activity of nucleoside diphosphate kinase secreted from <i>Mycobacterium tuberculosis</i>,2003,Puneet Chopra; Anubha Singh; Anil Koul; S. Ramachandran; Karl Drlica; Anil K. Tyagi; Yogendra Singh
10.1097/YPG.0000000000000237,Brain-derived neurotrophic factor and schizophrenia,2019,Pasquale Di Carlo; Giovanna Punzi; Gianluca Ursini
10.1038/nrmicro2387,Evasion of innate immunity by Mycobacterium tuberculosis: is death an exit strategy?,2010,Samuel M. Behar; Maziar Divangahi; Heinz G. Remold
10.1128/IAI.03081-14,"CpsA, a LytR-CpsA-Psr Family Protein in Mycobacterium marinum, Is Required for Cell Wall Integrity and Virulence",2015,Qinglan Wang; Lin Zhu; Victoria Jones; Chuan Wang; Yifei Hua; Xujun Shi; Xia Feng; Mary Jackson; Chen Niu; Qian Gao
10.1016/j.schres.2006.12.026,Brain derived neurotropic factor in first-episode psychosis,2007,Peter F. Buckley; Anilkumar Pillai; Denise Evans; Edna Stirewalt; Sahebarao Mahadik
10.1016/j.rse.2019.111221,Estimating 1-km-resolution PM2.5 concentrations across China using the space-time random forest approach,2019,Jing Wei; Wei Huang; Zhanqing Li; Wenhao Xue; Yiran Peng; Lin Sun; Maureen Cribb
10.1016/j.chom.2017.08.005,The Ubiquitin Ligase Smurf1 Functions in Selective Autophagy of Mycobacterium tuberculosis and Anti-tuberculous Host Defense,2017,Luis H. Franco; Vidhya R. Nair; Caitlyn R. Scharn; Ramnik J. Xavier; Jose R. Torrealba; Michael U. Shiloh; Beth Levine
10.1002/jmv.25728,The neuroinvasive potential of SARS‐CoV2 may play a role in the respiratory failure of COVID‐19 patients,2020,Yan‐Chao Li; Wan‐Zhu Bai; Tsutomu Hashikawa
10.1111/j.1462-5822.2007.00993.x,Flotillin and RacH modulate the intracellular immunity of Dictyostelium to Mycobacterium marinum infection,2007,Monica Hagedorn; Thierry Soldati
10.1016/j.tube.2019.07.005,Effects of membrane lipid composition on Mycobacterium tuberculosis EsxA membrane insertion: A dual play of fluidity and charge,2019,Supriyo Ray; Salvador Vazquez Reyes; Chuan Xiao; Jianjun Sun
10.1016/j.smim.2014.10.001,Cell death and autophagy in tuberculosis,2014,Andrew H. Moraco; Hardy Kornfeld
10.1186/s12915-017-0471-6,Phthiocerol dimycocerosates promote access to the cytosol and intracellular burden of Mycobacterium tuberculosis in lymphatic endothelial cells,2018,Thomas R. Lerner; Christophe J. Queval; Antony Fearns; Urska Repnik; Gareth Griffiths; Maximiliano G. Gutierrez
10.1177/088307389300800410,Attentional Disturbance After Pediatric Closed Head Injury,1993,Paul M. Kaufmann; Jack M. Fletcher; Harvey S. Levin; Michael E. Miner; Linda Ewing-Cobbs
10.1037/a0029522,Age at injury and long-term behavior problems after traumatic brain injury in young children.,2012,Christine L. Karver; Shari L. Wade; Amy Cassedy; H. Gerry Taylor; Terry Stancin; Keith Owen Yeates; Nicolay C. Walz
10.1002/jmv.26289,Clinical neurophysiology and cerebrospinal liquor analysis to detect Guillain‐Barré syndrome and polyneuritis cranialis in COVID‐19 patients: A case series,2021,Paolo Manganotti; Giulia Bellavita; Laura D'Acunto; Valentina Tommasini; Martina Fabris; Arianna Sartori; Lucia Bonzi; Alex Buoite Stella; Valentina Pesavento
10.1016/j.crimmu.2022.05.004,Sphingosine-1-phosphate receptors 2 and 3 reprogram resting human macrophages into M1 phenotype following mycobacteria infection,2022,Mohd Arish; Farha Naz
10.1093/schbul/sby125,Oxidative Stress and Inflammation in First-Episode Psychosis: A Systematic Review and Meta-analysis,2019,David Fraguas; Covadonga M Díaz-Caneja; Miriam Ayora; Fabián Hernández-Álvarez; Alberto Rodríguez-Quiroga; Sandra Recio; Juan C Leza; Celso Arango
10.1038/nmicrobiol.2016.133,Suppression of autophagy and antigen presentation by Mycobacterium tuberculosis PE_PGRS47,2016,Neeraj K. Saini; Andres Baena; Tony W. Ng; Manjunatha M. Venkataswamy; Steven C. Kennedy; Shajo Kunnath-Velayudhan; Leandro J. Carreño; Jiayong Xu; John Chan; Michelle H. Larsen; William R. Jacobs; Steven A. Porcelli
10.1111/mmi.13073,Surface hydrolysis of sphingomyelin by the outer membrane protein <scp>R</scp>v0888 supports replication of <scp><i>M</i></scp><i>ycobacterium tuberculosis</i> in macrophages,2015,Alexander Speer; Jim Sun; Olga Danilchanka; Virginia Meikle; Jennifer L. Rowland; Kerstin Walter; Bradford R. Buck; Mikhail Pavlenok; Christoph Hölscher; Sabine Ehrt; Michael Niederweis
10.1038/35084083,The heparin-binding haemagglutinin of M. tuberculosis is required for extrapulmonary dissemination,2001,Kevin Pethe; Sylvie Alonso; Franck Biet; Giovanni Delogu; Michael J. Brennan; Camille Locht; Franco D. Menozzi
10.1017/S0317167100006739,The Cardiac R-R Variation and Sympathetic Skin Response in the Intensive Care Unit,2007,Charles Bolton; Jillian Thompson; Linda Bernardi; Christopher Voll; Bryan Young
10.1073/pnas.1620133114,Mycobacterial ESX-1 secretion system mediates host cell lysis through bacterium contact-dependent gross membrane disruptions,2017,William H. Conrad; Morwan M. Osman; Jonathan K. Shanahan; Frances Chu; Kevin K. Takaki; James Cameron; Digby Hopkinson-Woolley; Roland Brosch; Lalita Ramakrishnan
10.1093/arclin/act083,"Perception of Recovery After Pediatric Mild Traumatic Brain Injury Is Influenced by the ""Good Old Days"" Bias: Tangible Implications for Clinical Practice and Outcomes Research",2014,B. L. Brooks; B. Kadoura; B. Turley; S. Crawford; A. Mikrogianakis; K. M. Barlow
10.1080/00048670701213211,Changes in Brain-Derived Neurotrophic Factor Following Treatment with Mifepristone in Bipolar Disorder and Schizophrenia,2007,Paul Mackin; Peter Gallagher; Stuart Watson; Allan H. Young; I. Nicol Ferrier
10.4161/auto.20881,ESX-1 dependent impairment of autophagic flux by<i><i>Mycobacterium tuberculosis</i></i>in human dendritic cells,2012,Alessandra Romagnoli; Marilena P. Etna; Elena Giacomini; Manuela Pardini; Maria Elena Remoli; Marco Corazzari; Laura Falasca; Delia Goletti; Valérie Gafa; Roxane Simeone; Giovanni Delogu; Mauro Piacentini; Roland Brosch; Gian Maria Fimia; Eliana M. Coccia
10.1007/s13311-020-00859-w,ω-3PUFAs Improve Cognitive Impairments Through Ser133 Phosphorylation of CREB Upregulating BDNF/TrkB Signal in Schizophrenia,2020,Cuiping Guo; Yi Liu; Mao-sheng Fang; Yuanyuan Li; Wensheng Li; Yacoubou Abdoul Razak Mahaman; Kuan Zeng; Yiyuan Xia; Dan Ke; Rong Liu; Jian-Zhi Wang; Hui Shen; Xiji Shu; Xiaochuan Wang
10.1097/MD.0000000000017399,Yoga and schizophrenia—a comprehensive assessment of neuroplasticity,2019,Shivarama Varambally; Ganesan Venkatasubramanian; Ramajayam Govindaraj; Venkataram Shivakumar; Thrinath Mullapudi; Rita Christopher; Monojit Debnath; Mariamma Philip; Rose Dawn Bharath; BN Gangadhar
10.1080/02786820500494544,PM<sub>1.0</sub>and PM<sub>2.5</sub>Characteristics in the Roadside Environment of Hong Kong,2006,S. C. Lee; Y. Cheng; K. F. Ho; J. J. Cao; P. K.-K. Louie; J. C. Chow; J. G. Watson
10.1083/jcb.200106049,Role of phosphatidylinositol 3-kinase and Rab5 effectors in phagosomal biogenesis and mycobacterial phagosome maturation arrest,2001,Rutilio A. Fratti; Jonathan M. Backer; Jean Gruenberg; Silvia Corvera; Vojo Deretic
10.1177/1073858412469444,Is Altered BDNF Biosynthesis a General Feature in Patients with Cognitive Dysfunctions?,2013,Davide Carlino; Maurizio De Vanna; Enrico Tongiorgi
10.1242/jcs.006221,"Lipoamide dehydrogenase mediates retention of coronin-1 on BCG vacuoles, leading to arrest in phagosome maturation",2007,Ala-Eddine Deghmane; Hafid Soualhine; Horacio Bach; Khalid Sendide; Saotomo Itoh; Andrea Tam; Sanaa Noubir; Amina Talal; Raymond Lo; Satoshi Toyoshima; Yossef Av-Gay; Zakaria Hmama
10.1128/IAI.9.1.150-158.1974,"Lipids of Putative Relevance to Virulence in
            <i>Mycobacterium tuberculosis</i>
            : Phthiocerol Dimycocerosate and the Attenuation Indicator Lipid",1974,Mayer B. Goren; Olga Brokl; Werner B. Schaefer
10.3389/fmicb.2011.00281,Inhibition of the Plasma-Membrane-Associated Serine Protease Cathepsin G by Mycobacterium tuberculosis Rv3364c Suppresses Caspase-1 and Pyroptosis in Macrophages,2012,Lia Danelishvili; Jamie L. Everman; Michael J. McNamara; Luiz E. Bermudez
10.1136/bcr-2020-236182,Guillain-Barré syndrome following COVID-19: a newly emerging post-infectious complication,2020,Silas Webb; Victoria CJ Wallace; David Martin-Lopez; Mahinda Yogarajah
10.1038/sj.bjp.0707509,Role of the brain‐derived neurotrophic factor at glutamatergic synapses,2008,A L Carvalho; M V Caldeira; S D Santos; C B Duarte
10.1007/s11356-013-1580-6,Sources of submicron aerosol during fog-dominated wintertime at Kanpur,2013,Tarun Gupta; Anil Mandariya
10.1016/j.cell.2012.06.040,Extracellular M. tuberculosis DNA Targets Bacteria for Autophagy by Activating the Host DNA-Sensing Pathway,2012,Robert O. Watson; Paolo S. Manzanillo; Jeffery S. Cox
10.3389/fpsyt.2021.662407,BDNF as a Biomarker of Cognition in Schizophrenia/Psychosis: An Updated Review,2021,Rodrigo R. Nieto; Andrea Carrasco; Sebastian Corral; Rolando Castillo; Pablo A. Gaspar; M. Leonor Bustamante; Hernan Silva
10.1080/21505594.2020.1785815,PE_PGRS proteins of<i>Mycobacterium tuberculosis</i>: A specialized molecular task force at the forefront of host–pathogen interaction,2020,Flavio De Maio; Rita Berisio; Riccardo Manganelli; Giovanni Delogu
10.1037/a0013030,A responsive parenting intervention: The optimal timing across early childhood for impacting maternal behaviors and child outcomes.,2008,Susan H. Landry; Karen E. Smith; Paul R. Swank; Cathy Guttentag
10.1186/1471-2180-10-132,Definition of novel cell envelope associated proteins in Triton X-114 extracts of Mycobacterium tuberculosis H37Rv,2010,Hiwa Målen; Sharad Pathak; Tina Søfteland; Gustavo A de Souza; Harald G Wiker
10.5194/acp-20-901-2020,"Significant contribution of organics to aerosol liquid water content in winter in Beijing, China",2020,Xiaoai Jin; Yuying Wang; Zhanqing Li; Fang Zhang; Weiqi Xu; Yele Sun; Xinxin Fan; Guangyu Chen; Hao Wu; Jingye Ren; Qiuyan Wang; Maureen Cribb
10.1093/jpepsy/jsn006,Outcome and Predictors of Functional Recovery 5 Years Following Pediatric Traumatic Brain Injury (TBI),2008,C. Catroppa; V. A. Anderson; S. A. Morse; F. Haritou; J. V. Rosenfeld
